customer_id,customer_name,age,gender,related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure
3005,Rafaellle-Tantrum,52,Male,36,Human Resources Manager,Property,Affluent Customer,Yes,8
3007,Tudor-Pepper,48,Male,38,Environmental Tech,Manufacturing,Mass Customer,No,16
3011,Robena-Barks,27,Female,84,Staff Scientist,Financial Services,High Net Worth,No,3
3013,Lorain-Eddisforth,53,Female,94,Office Assistant III,Property,High Net Worth,No,6
3015,Queenie-Flips,21,Female,25,Assistant Manager,Retail,Affluent Customer,No,1
3016,Forster-Bumford,36,Male,25,Analog Circuit Design manager,Financial Services,High Net Worth,No,11
3017,Jason-De Lorenzo,66,Male,88,Operator,Financial Services,Affluent Customer,No,7
3019,Alonso-Ceyssen,35,Male,98,Community Outreach Specialist,Manufacturing,Affluent Customer,Yes,14
3020,Witty-McArthur,55,Male,13,Chemical Engineer,Manufacturing,High Net Worth,Yes,10
3023,Rikki-Bernet,27,Female,37,Accountant I,IT,High Net Worth,Yes,7
3025,Osgood-Stolting,44,Male,27,Compensation Analyst,Financial Services,Mass Customer,Yes,9
3026,Minda-Pendrid,33,Female,11,Account Representative III,Property,Mass Customer,Yes,5
3027,Augy-Rudall,44,Male,83,Research Nurse,Health,Mass Customer,Yes,5
3028,Leandra-Schubert,65,Female,67,General Manager,Manufacturing,High Net Worth,No,20
3029,Timmie-Gori,43,Male,85,Business Systems Development Analyst,Manufacturing,Mass Customer,No,13
3030,Flor-Agnew,23,Female,68,Technical Writer,Manufacturing,Affluent Customer,No,3
3031,Diego-Bertelmot,25,Male,95,Staff Scientist,Health,Mass Customer,Yes,5
3032,Renado-Wonfor,29,Male,53,Analog Circuit Design manager,Health,Affluent Customer,Yes,5
3033,Danielle-Kener,42,Female,60,Administrative Officer,Financial Services,High Net Worth,No,12
3034,Mara-Tofanini,65,Female,54,Web Designer IV,Manufacturing,Mass Customer,Yes,18
3035,Sigfrid-Caldecot,41,Male,98,Associate Professor,Health,High Net Worth,No,13
3036,Windy-Orehead,44,Female,24,Business Systems Development Analyst,Property,Affluent Customer,Yes,11
3037,Leanora-Isles,50,Female,30,Legal Assistant,Financial Services,High Net Worth,Yes,18
3040,Kameko-Kinrade,55,Female,87,General Manager,Retail,Mass Customer,No,5
3041,Sherrie-Kingaby,47,Female,20,Physical Therapy Assistant,Retail,Mass Customer,Yes,11
3042,Barris-Trayton,50,Male,76,Engineer II,Property,High Net Worth,Yes,15
3044,Russell-Brittoner,31,Male,59,Occupational Therapist,Health,Affluent Customer,Yes,19
3045,Renato-Mungham,25,Male,52,Cost Accountant,Financial Services,Affluent Customer,Yes,2
3046,Shela-Ridgers,57,Female,53,Programmer Analyst III,Manufacturing,Affluent Customer,No,18
3047,Eddy-Cossans,59,Male,20,Speech Pathologist,Retail,Mass Customer,Yes,19
3048,Kenon-Messruther,52,Male,38,Legal Assistant,Manufacturing,Mass Customer,No,16
3054,Marieann-Wickey,56,Female,94,Operator,Manufacturing,Affluent Customer,No,16
3056,Catlin-Storm,53,Female,43,Health Coach II,Entertainment,Mass Customer,No,18
3058,Hamnet-Kibblewhite,35,Male,67,Human Resources Manager,Manufacturing,Mass Customer,Yes,16
3060,Milton-Gorini,39,Male,28,VP Accounting,Financial Services,Mass Customer,Yes,6
3061,Evie-Bendtsen,30,Female,51,Office Assistant IV,Manufacturing,Affluent Customer,Yes,3
3062,Lesley-Ruskin,59,Male,78,Civil Engineer,Manufacturing,Mass Customer,No,13
3063,Andrea-Wildber,22,Male,74,VP Sales,Financial Services,Affluent Customer,No,2
3064,Zach-Billison,26,Male,96,Product Engineer,Financial Services,Affluent Customer,Yes,4
3065,Winna-Brusle,43,Female,88,Recruiter,Financial Services,High Net Worth,Yes,13
3066,Renell-Bellocht,26,Female,29,Paralegal,Financial Services,Affluent Customer,Yes,2
3067,Veronique-Wash,30,Female,8,Chief Design Engineer,Manufacturing,Mass Customer,Yes,9
3068,Gill-Branney,31,Female,88,Automation Specialist I,Manufacturing,Affluent Customer,No,1
3069,Phylis-Traves,33,Female,59,Senior Cost Accountant,Financial Services,Affluent Customer,No,12
3070,Malissia-Minthorpe,23,Female,74,Account Executive,Health,Affluent Customer,Yes,1
3071,Shirlee-Murdoch,31,Female,59,Assistant Media Planner,Entertainment,Mass Customer,Yes,12
3072,Roma-Prettjohn,42,Male,87,Chemical Engineer,Manufacturing,Mass Customer,Yes,10
3073,Hernando-Farnham,54,Male,16,Nurse,Telecommunications,Affluent Customer,No,17
3074,Tracie-Grishaev,52,Male,31,VP Quality Control,Health,Mass Customer,Yes,12
3076,Merna-Eyers,30,Female,9,Professor,Health,Mass Customer,Yes,4
3077,Emelen-Gillopp,21,Male,19,Information Systems Manager,Manufacturing,Affluent Customer,No,2
3078,Mariel-Blacksell,39,Female,54,Safety Technician III,Retail,Mass Customer,No,7
3079,Yorker-McKevany,62,Male,34,Legal Assistant,Retail,Mass Customer,Yes,20
3080,Christoforo-Santus,63,Male,87,Graphic Designer,Financial Services,High Net Worth,No,10
3084,Birgit-Dowers,62,Female,57,Staff Scientist,Financial Services,Affluent Customer,Yes,16
3087,Gerry-Scatcher,35,Male,64,Social Worker,Health,Mass Customer,No,9
3089,Wood-Nathan,21,Male,27,Web Developer III,Manufacturing,Affluent Customer,Yes,2
3090,Zared-Pinchback,57,Male,81,Operator,Manufacturing,Mass Customer,No,8
3091,Guenevere-Treffry,26,Female,88,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes,3
3093,Harwilll-Crimes,29,Male,31,Mechanical Systems Engineer,Property,High Net Worth,Yes,6
3096,Lulu-Cabane,48,Female,32,Associate Professor,Financial Services,Mass Customer,No,10
3097,Alessandro-Casley,43,Male,2,Actuary,Financial Services,Affluent Customer,Yes,19
3098,Tiff-Ovett,41,Female,77,Dental Hygienist,Health,Mass Customer,No,12
3101,Paxton-Lermit,34,Male,68,Geological Engineer,Manufacturing,High Net Worth,No,12
3102,Paquito-Maitland,31,Male,37,Assistant Manager,Property,Affluent Customer,No,2
3103,Shaylah-Hatchell,68,Female,5,Safety Technician II,Retail,Mass Customer,No,20
3104,Diahann-Blundan,27,Female,19,Business Systems Development Analyst,Property,Mass Customer,Yes,2
3105,Bryn-Rycraft,56,Male,88,Teacher,Health,Mass Customer,No,12
3108,Trip-Ahmed,54,Male,94,Accounting Assistant III,Entertainment,Mass Customer,No,10
3109,Jeralee-Domleo,63,Female,75,Automation Specialist II,Health,Mass Customer,Yes,10
3110,Fabien-Iacapucci,27,Male,14,Community Outreach Specialist,IT,Affluent Customer,Yes,8
3111,Maxwell-Blabber,24,Male,42,Associate Professor,Financial Services,Mass Customer,Yes,4
3112,Terri-Gornal,20,Male,41,Internal Auditor,Retail,High Net Worth,Yes,1
3113,Wenonah-Lethabridge,52,Female,52,Teacher,Property,Mass Customer,Yes,18
3114,Judah-Prime,47,Male,48,Teacher,IT,Mass Customer,Yes,18
3115,Rip-Spiers,40,Male,40,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8
3117,Nisse-Marriage,26,Female,68,Cost Accountant,Financial Services,Affluent Customer,Yes,6
3118,Cleveland-Coxon,28,Male,54,Occupational Therapist,Health,High Net Worth,No,9
3120,Lauree-O'Donnell,42,Female,89,Clinical Specialist,Health,Mass Customer,Yes,10
3121,Mahmoud-Batterbee,62,Male,82,Data Coordiator,Manufacturing,Mass Customer,No,19
3123,Tina-Riggulsford,45,Female,71,Dental Hygienist,Health,High Net Worth,No,20
3124,Anastasie-Le Grand,40,Female,73,Account Executive,Retail,High Net Worth,Yes,9
3125,Krystyna-Scarasbrick,43,Female,2,Social Worker,Health,High Net Worth,Yes,5
3126,Bondon-Deeley,35,Male,7,Statistician IV,Financial Services,High Net Worth,No,12
3127,Tucker-Lewsley,50,Male,39,Research Nurse,Health,Mass Customer,No,10
3128,Betteanne-Alldread,56,Female,96,Geological Engineer,Manufacturing,High Net Worth,Yes,16
3129,Leola-Mandrier,66,Female,44,Analog Circuit Design manager,Property,High Net Worth,Yes,11
3130,Krissy-Robard,50,Female,53,VP Product Management,Telecommunications,Mass Customer,No,17
3132,Nicko-Artois,46,Male,33,Sales Representative,Retail,Mass Customer,Yes,7
3133,Eda-MacCheyne,22,Female,89,Quality Control Specialist,Manufacturing,Mass Customer,No,2
3135,Titus-Worsall,59,Male,83,Staff Scientist,Financial Services,Mass Customer,No,16
3136,Leonardo-Brennon,23,Male,60,Marketing Manager,Retail,Mass Customer,Yes,3
3138,Wait-Pardey,50,Male,34,Paralegal,Financial Services,Mass Customer,Yes,6
3139,Pail-De Blasi,48,Male,65,Paralegal,Financial Services,High Net Worth,Yes,17
3140,Britt-Muddimer,36,Female,2,Legal Assistant,Manufacturing,High Net Worth,No,16
3141,Esmaria-Kiernan,26,Female,92,Associate Professor,Retail,Mass Customer,Yes,3
3142,Hubert-Kliner,29,Male,98,Electrical Engineer,Manufacturing,Mass Customer,No,6
3143,Corabelle-Streatfeild,25,Female,0,Chief Design Engineer,Manufacturing,Mass Customer,No,5
3144,Ringo-Everson,43,Male,94,Programmer Analyst III,Manufacturing,Mass Customer,Yes,8
3145,Gar-Barnewille,43,Male,17,Paralegal,Financial Services,High Net Worth,Yes,7
3146,Fredrika-Kleinmintz,43,Female,79,Project Manager,Property,Mass Customer,No,15
3150,Morissa-Wolfendell,30,Female,66,Sales Associate,Financial Services,Mass Customer,No,5
3152,Lettie-McGenis,22,Female,6,Teacher,Financial Services,High Net Worth,Yes,3
3153,Hannis-Jakubovits,47,Female,87,Compensation Analyst,Financial Services,High Net Worth,No,15
3154,Angil-Ellesmere,64,Female,63,Desktop Support Technician,Telecommunications,Mass Customer,Yes,19
3155,Tiphani-Fritz,44,Female,88,Office Assistant I,IT,Affluent Customer,Yes,21
3158,Korey-Lansbury,51,Male,27,VP Quality Control,Telecommunications,Mass Customer,Yes,12
3160,Eadmund-Braycotton,43,Male,87,Mechanical Systems Engineer,IT,Mass Customer,No,21
3162,Deanne-Delacour,43,Female,76,Media Manager IV,Argiculture,Mass Customer,Yes,15
3163,Irvine-Mc Mechan,53,Male,38,Environmental Specialist,Argiculture,Affluent Customer,No,19
3164,Hortensia-Rainger,35,Female,53,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14
3165,Vyky-Coppen,46,Female,56,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes,10
3166,Bronson-Plowman,66,Male,96,Social Worker,Health,Mass Customer,No,20
3167,Vernor-Stedall,26,Male,36,Web Designer IV,Property,Mass Customer,No,5
3168,Johan-Dudderidge,45,Male,89,Assistant Manager,Health,Affluent Customer,No,22
3169,Maxim-Chavrin,57,Male,96,Payment Adjustment Coordinator,IT,Mass Customer,Yes,19
3170,Bethanne-Kytter,53,Female,67,Nurse Practicioner,Entertainment,Mass Customer,No,11
3174,Odele-Blackmore,45,Female,67,Research Associate,Financial Services,Affluent Customer,No,9
3175,Alphard-Cradduck,36,Male,82,Operator,Health,Mass Customer,No,16
3178,Gan-Marrion,50,Male,21,VP Quality Control,Retail,Mass Customer,Yes,9
3179,Jarid-Redwood,42,Male,87,Assistant Media Planner,Entertainment,Affluent Customer,Yes,17
3181,Ferd-Chominski,45,Male,39,Senior Editor,Financial Services,High Net Worth,No,6
3183,Craig-Phethean,47,Male,64,Junior Executive,Health,Mass Customer,No,14
3184,Marlee-Brundle,45,Female,2,Civil Engineer,Manufacturing,Affluent Customer,Yes,7
3185,Duky-Crichley,65,Male,25,Senior Financial Analyst,Financial Services,Mass Customer,No,10
3187,Samuele-Roycroft,47,Male,75,Senior Quality Engineer,Financial Services,Mass Customer,Yes,14
3189,Abbott-Knaggs,58,Male,40,Environmental Specialist,Financial Services,Mass Customer,No,11
3191,Bobbette-Amps,62,Female,29,Director of Sales,Financial Services,Affluent Customer,Yes,12
3192,Illa-Klemenz,53,Female,37,Payment Adjustment Coordinator,Financial Services,High Net Worth,Yes,16
3193,Augusta-Henryson,43,Female,6,Web Designer IV,Property,High Net Worth,No,7
3194,Hakeem-Bernardinelli,43,Male,38,Physical Therapy Assistant,Manufacturing,Mass Customer,No,11
3195,Vickie-West,40,Female,4,Tax Accountant,Manufacturing,Mass Customer,No,18
3196,Teddi-Adcocks,44,Female,11,Engineer IV,Health,Mass Customer,No,8
3197,Stern-Ilyenko,45,Male,83,Environmental Specialist,Health,High Net Worth,No,14
3198,Dur-Knappen,24,Male,66,Media Manager III,Manufacturing,Mass Customer,Yes,1
3201,Zed-Blanckley,21,Male,61,Assistant Professor,Financial Services,Mass Customer,Yes,1
3202,Garry-Gadson,27,Male,74,Office Assistant IV,Financial Services,Mass Customer,Yes,2
3204,Ibby-Beedon,27,Female,51,Media Manager III,Health,Mass Customer,Yes,4
3206,Elbertine-Trewin,26,Female,32,Financial Advisor,Financial Services,Mass Customer,No,1
3209,Clarie-Markushkin,57,Female,10,Civil Engineer,Manufacturing,Affluent Customer,No,15
3210,Stella-Abreheart,33,Female,80,Junior Executive,Manufacturing,Mass Customer,No,1
3211,Betsy-Cosh,28,Female,52,Automation Specialist II,Health,High Net Worth,Yes,7
3212,Corella-Bartomeu,40,Female,62,Analog Circuit Design manager,Financial Services,Affluent Customer,No,13
3214,Cindelyn-Balas,28,Female,2,Software Engineer III,Financial Services,Mass Customer,Yes,9
3216,Edgar-Ordish,23,Male,59,Database Administrator III,Manufacturing,Mass Customer,Yes,1
3217,Lorena-Titterrell,53,Female,95,Physical Therapy Assistant,Manufacturing,Mass Customer,No,8
3218,Conny-Starbeck,45,Female,38,Information Systems Manager,Argiculture,Mass Customer,Yes,22
3219,Denyse-Scutts,23,Female,94,Web Developer III,Financial Services,Mass Customer,No,3
3220,Hunt-Linn,49,Male,53,Research Assistant IV,Manufacturing,Affluent Customer,No,11
3221,Brigid-Quigley,62,Female,59,Internal Auditor,Property,High Net Worth,Yes,11
3224,Darell-Mulqueeny,25,Female,67,Automation Specialist III,Manufacturing,Affluent Customer,No,3
3225,Durante-Reddan,41,Male,19,Chief Design Engineer,Health,Mass Customer,Yes,4
3228,Margette-Donaghie,57,Female,36,Social Worker,Health,Mass Customer,No,13
3229,Carrol-Gheorghie,57,Male,69,Sales Representative,Retail,High Net Worth,Yes,6
3230,Calida-Clardge,51,Female,31,Executive Secretary,Financial Services,Mass Customer,No,12
3232,Rose-Milsom,28,Female,7,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes,9
3233,Xever-Feeley,62,Male,7,Tax Accountant,Financial Services,Mass Customer,Yes,17
3234,Mata-Hoggan,34,Male,35,Safety Technician II,Manufacturing,Mass Customer,Yes,19
3235,Leif-Woolfall,56,Male,88,Business Systems Development Analyst,Property,Affluent Customer,Yes,12
3237,Astrid-Sumnall,57,Female,94,Assistant Manager,Manufacturing,Mass Customer,No,13
3238,Sauveur-Edmands,44,Male,23,Executive Secretary,Retail,Mass Customer,No,14
3239,Wendi-Hew,50,Female,15,Staff Scientist,Health,High Net Worth,No,5
3241,Milt-Erett,42,Male,34,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,Yes,16
3242,Lib-Schohier,63,Female,4,General Manager,Manufacturing,Affluent Customer,Yes,14
3243,Tim-Besset,48,Male,24,Media Manager I,Health,Mass Customer,No,7
3244,Rosene-Bullar,62,Female,24,Systems Administrator I,Financial Services,Mass Customer,No,13
3245,Wainwright-Succamore,62,Male,86,Graphic Designer,IT,High Net Worth,No,7
3246,Norene-Merle,53,Female,73,Senior Cost Accountant,Financial Services,Mass Customer,Yes,4
3247,Bellanca-Raymond,36,Female,0,Structural Engineer,Manufacturing,Mass Customer,Yes,5
3249,Cortney-Leet,40,Female,46,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,14
3251,Cammie-Edridge,45,Female,95,Safety Technician II,Financial Services,High Net Worth,Yes,8
3253,Bernadine-Shakeshaft,31,Female,42,Cost Accountant,Financial Services,High Net Worth,Yes,7
3254,Lissy-Paliser,20,Female,8,Human Resources Assistant I,Financial Services,Mass Customer,No,1
3256,Collen-Kew,35,Female,76,Professor,Financial Services,Affluent Customer,No,6
3258,Hettie-Godden,43,Female,77,Sales Representative,Retail,Mass Customer,Yes,18
3260,Kelsy-Rao,42,Female,6,Research Associate,Telecommunications,High Net Worth,No,11
3262,Maynord-L'Episcopi,62,Male,65,Product Engineer,Entertainment,Mass Customer,No,12
3263,Quentin-Forte,40,Female,37,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,5
3265,Isaak-Higounet,54,Male,64,Clinical Specialist,Health,High Net Worth,No,11
3268,Estelle-Sam,35,Female,93,General Manager,Manufacturing,Mass Customer,No,20
3270,Tracey-Redsull,64,Male,47,Administrative Officer,Financial Services,Mass Customer,Yes,5
3271,Daisi-Philip,35,Female,21,Chief Design Engineer,Property,High Net Worth,Yes,16
3273,Darline-Alpes,43,Female,72,General Manager,Entertainment,Mass Customer,No,11
3275,Lela-Carrell,46,Female,24,Computer Systems Analyst IV,Manufacturing,Mass Customer,No,6
3278,Marcel-Eddolls,39,Male,66,VP Product Management,Financial Services,Affluent Customer,No,9
3279,Morgun-Razoux,62,Male,55,Staff Scientist,Financial Services,Mass Customer,No,14
3280,Micki-McNamara,34,Female,49,General Manager,Financial Services,Mass Customer,Yes,21
3282,Helga-Nuzzi,62,Female,8,Clinical Specialist,Health,High Net Worth,No,13
3283,Rowe-Barbary,42,Female,46,Administrative Officer,Property,Mass Customer,Yes,6
3284,Jorrie-Cerman,30,Female,98,Chief Design Engineer,Retail,Affluent Customer,No,2
3285,Mendie-Teresi,34,Male,51,Recruiter,Health,Affluent Customer,Yes,9
3286,Kent-Hatter,60,Male,23,Assistant Media Planner,Entertainment,Mass Customer,No,20
3289,Frederico-Spearman,43,Male,43,Assistant Manager,Property,Mass Customer,No,12
3291,Cindy-Eakin,65,Female,33,Staff Accountant II,Manufacturing,Mass Customer,No,13
3292,Hamlen-Slograve,48,Male,71,Web Designer I,Retail,Affluent Customer,Yes,3
3294,Juditha-Leidl,35,Female,90,Director of Sales,Manufacturing,Affluent Customer,No,6
3295,Cleavland-Karchowski,57,Male,14,Human Resources Assistant III,Retail,High Net Worth,Yes,9
3296,Leontyne-Jackett,47,Female,78,Quality Engineer,Financial Services,Affluent Customer,Yes,17
3297,Addy-Moukes,46,Male,39,Product Engineer,Manufacturing,Mass Customer,No,13
3299,Sybille-Ballsdon,41,Female,27,Systems Administrator II,Manufacturing,Affluent Customer,Yes,12
3300,Quintus-Gouldthorpe,60,Male,47,Executive Secretary,Retail,Mass Customer,No,14
3302,Faulkner-McKiernan,65,Male,17,Compensation Analyst,Financial Services,Affluent Customer,No,19
3303,Ced-Cuell,54,Male,51,Structural Engineer,Telecommunications,Affluent Customer,Yes,11
3305,Neddy-La Grange,44,Male,25,Senior Developer,Health,Mass Customer,Yes,11
3306,Iggy-Whorton,30,Male,50,Compensation Analyst,Financial Services,Mass Customer,No,7
3307,Portia-Thirlwall,43,Female,96,Analyst Programmer,Health,High Net Worth,No,14
3308,Daffi-Idale,42,Female,5,Cost Accountant,Financial Services,Mass Customer,Yes,14
3310,Bethany-Jarrell,60,Female,83,VP Marketing,Property,Affluent Customer,Yes,12
3311,Clary-Bennitt,42,Female,57,Civil Engineer,Manufacturing,Mass Customer,Yes,8
3315,Ninnette-Pandey,27,Female,77,Account Executive,Property,Mass Customer,Yes,5
3317,Ric-Kondrachenko,51,Male,35,Actuary,Financial Services,Mass Customer,Yes,11
3320,Anabella-Mealham,27,Female,16,Nuclear Power Engineer,Manufacturing,High Net Worth,No,6
3323,Cortie-Hamshar,48,Male,99,Account Representative I,Health,High Net Worth,No,8
3326,Wes-Crotch,46,Male,83,Nurse,Manufacturing,High Net Worth,Yes,22
3327,Roma-Le Gallo,48,Male,84,Teacher,Manufacturing,Mass Customer,No,15
3328,Arabella-Delgaty,60,Female,58,Food Chemist,Health,Mass Customer,No,6
3331,Claire-Trahar,50,Female,18,Technical Writer,Financial Services,Mass Customer,No,8
3332,Cissy-Jeffress,23,Female,43,Account Representative III,Health,Mass Customer,No,3
3333,Celinda-Asher,42,Female,30,Software Test Engineer II,Property,Mass Customer,Yes,17
3334,Koralle-Winckles,56,Female,63,VP Product Management,Health,Mass Customer,Yes,12
3335,Damian-Dutt,42,Male,47,Editor,Health,Mass Customer,No,16
3336,Konstantine-Terne,42,Male,47,Research Assistant IV,Manufacturing,Mass Customer,Yes,8
3339,Andrea-Rand,35,Male,76,Programmer Analyst III,Health,Mass Customer,No,21
3341,Vitia-Crum,41,Female,19,Help Desk Technician,Retail,Affluent Customer,Yes,6
3346,Nadya-Callaghan,30,Female,61,Software Consultant,Financial Services,High Net Worth,No,3
3348,Amanda-Hazeltine,65,Female,93,Pharmacist,Health,High Net Worth,Yes,6
3349,Byram-Lamberts,40,Male,11,Director of Sales,Argiculture,Affluent Customer,No,9
3350,Tam-Prestner,46,Male,53,Analog Circuit Design manager,Manufacturing,Affluent Customer,No,6
3352,Fredek-Lobley,26,Male,14,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,1
3355,Cherin-Thireau,31,Female,50,Staff Accountant I,Manufacturing,Mass Customer,No,3
3356,Dill-Bampford,62,Male,47,Safety Technician II,Financial Services,Mass Customer,Yes,6
3357,Georgie-Henze,22,Male,25,Design Engineer,Manufacturing,Affluent Customer,No,4
3358,Fairlie-McGavin,48,Male,30,Engineer I,Manufacturing,Affluent Customer,Yes,11
3360,Joelie-Sherlaw,58,Female,77,Quality Engineer,Health,Affluent Customer,No,5
3361,Riva-Yushin,53,Female,68,General Manager,Property,Mass Customer,Yes,9
3362,Piotr-Saladin,50,Male,60,VP Accounting,Financial Services,Affluent Customer,No,13
3363,Orson-Tythacott,21,Male,25,Electrical Engineer,Manufacturing,High Net Worth,Yes,3
3366,Rickey-Gregolotti,46,Male,98,Technical Writer,Manufacturing,Mass Customer,Yes,14
3367,Melisse-Massei,21,Female,75,Librarian,Entertainment,Mass Customer,Yes,1
3368,Tanya-Boddis,54,Female,7,Technical Writer,Financial Services,Affluent Customer,No,16
3371,Josey-Alves,44,Female,56,Analyst Programmer,Retail,Mass Customer,No,17
3373,Inna-Atack,30,Female,19,Research Associate,Health,Mass Customer,No,5
3374,Joann-Corrigan,62,Female,77,Sales Associate,Manufacturing,Mass Customer,Yes,12
3375,Thorsten-Gregon,28,Male,37,Accounting Assistant I,Financial Services,High Net Worth,Yes,6
3379,Elysee-Spurr,22,Female,51,Food Chemist,Health,Mass Customer,Yes,2
3380,Abe-Ealam,66,Male,41,Speech Pathologist,Manufacturing,High Net Worth,Yes,14
3383,Dane-Swansbury,39,Male,47,Financial Analyst,Financial Services,Affluent Customer,Yes,10
3386,Cliff-Nolin,22,Male,24,Structural Engineer,IT,High Net Worth,Yes,2
3387,Shel-Duke,45,Female,19,General Manager,Manufacturing,Affluent Customer,Yes,15
3388,Urbanus-Pichan,35,Male,81,VP Marketing,Retail,Mass Customer,No,7
3392,Brock-Ride,45,Male,41,Tax Accountant,Financial Services,Mass Customer,No,10
3393,Henrietta-Olexa,67,Female,23,Technical Writer,Retail,Mass Customer,Yes,7
3394,Barde-Spoward,47,Male,39,Environmental Specialist,Health,Mass Customer,No,22
3396,Arin-Nappin,61,Male,18,Research Assistant I,Manufacturing,Mass Customer,Yes,9
3399,Hillyer-Biddulph,25,Male,95,VP Accounting,Financial Services,Mass Customer,No,2
3400,Brenna-Childes,34,Female,46,Sales Associate,Financial Services,Mass Customer,Yes,18
3402,Krystyna-Scadden,36,Female,73,Statistician II,Retail,Mass Customer,No,10
3403,Jessalyn-Zoellner,27,Female,27,Senior Financial Analyst,Financial Services,Mass Customer,Yes,2
3404,Thomasine-McCloch,48,Female,2,GIS Technical Architect,Property,Affluent Customer,No,22
3405,Gavra-Robez,25,Female,89,Project Manager,Financial Services,Mass Customer,Yes,3
3406,Lucy-Lackmann,42,Female,35,Business Systems Development Analyst,IT,Mass Customer,Yes,10
3407,Marven-Ditts,60,Male,53,Cost Accountant,Financial Services,High Net Worth,Yes,19
3408,Becka-Bysaker,49,Female,10,Tax Accountant,Manufacturing,Mass Customer,No,18
3409,Abbey-Nellen,44,Female,75,Desktop Support Technician,Argiculture,Mass Customer,No,16
3413,Zulema-Cristofolo,24,Female,93,VP Accounting,Financial Services,Mass Customer,No,3
3415,Alberik-Kelsey,58,Male,43,Quality Engineer,Property,High Net Worth,Yes,11
3417,Deedee-Coxall,48,Female,91,Social Worker,Health,Mass Customer,No,7
3418,Felipa-Paddingdon,61,Female,18,Systems Administrator IV,Health,High Net Worth,No,19
3420,Norby-Elion,41,Male,96,Financial Advisor,Financial Services,Mass Customer,Yes,19
3421,Ronalda-McGeechan,59,Female,60,Computer Systems Analyst II,Health,Affluent Customer,Yes,18
3422,Lucine-Virgin,43,Female,38,Professor,Manufacturing,Mass Customer,No,5
3423,Griselda-Bezants,21,Female,57,Registered Nurse,Health,Affluent Customer,No,1
3424,Vale-Whittuck,44,Female,39,Automation Specialist III,Manufacturing,Affluent Customer,Yes,11
3425,Alister-De la Yglesia,35,Male,32,GIS Technical Architect,Manufacturing,Mass Customer,Yes,12
3426,Ron-Dilon,62,Male,40,Assistant Media Planner,Entertainment,Mass Customer,No,17
3427,Mace-Edington,40,Male,67,Help Desk Operator,Financial Services,Mass Customer,Yes,17
3428,Leonora-Iglesia,47,Female,77,Chemical Engineer,Manufacturing,Mass Customer,Yes,16
3430,Augustus-Pickin,57,Male,77,Research Nurse,Health,Affluent Customer,Yes,9
3431,York-Calbreath,25,Male,97,Community Outreach Specialist,Property,Affluent Customer,No,5
3432,Max-Cloney,33,Female,99,Junior Executive,Argiculture,Mass Customer,Yes,2
3433,Karissa-Cabral,23,Female,10,Computer Systems Analyst II,Property,Mass Customer,No,2
3434,Stesha-Miners,48,Female,20,Account Coordinator,Health,Mass Customer,No,16
3437,Penny-Wellington,58,Male,79,VP Marketing,Retail,High Net Worth,No,12
3438,Gaylor-Carbry,25,Male,11,Project Manager,Manufacturing,Mass Customer,No,2
3440,Retha-Kahane,63,Female,18,Senior Sales Associate,Manufacturing,Mass Customer,No,5
3441,Janelle-Ebbage,33,Female,44,Legal Assistant,Manufacturing,High Net Worth,Yes,20
3442,Adrianne-Petrecz,59,Female,17,Research Associate,Retail,Mass Customer,Yes,14
3444,Kara-lynn-Bims,43,Female,75,Nurse Practicioner,Manufacturing,Affluent Customer,No,7
3446,Gard-Tidy,54,Male,8,Structural Engineer,Manufacturing,Mass Customer,No,14
3448,Roderich-Mixer,44,Male,26,Software Consultant,Financial Services,High Net Worth,No,9
3449,Ilyssa-Hannabuss,47,Female,52,VP Quality Control,Argiculture,High Net Worth,Yes,3
3450,Brooke-Durman,28,Female,85,Safety Technician III,Retail,Mass Customer,No,6
3452,Maura-Estevez,57,Female,22,Marketing Manager,Retail,Mass Customer,No,13
3453,Jammie-McEvon,32,Female,57,Product Engineer,Retail,Affluent Customer,No,14
3458,Alejandro-Shakelade,44,Male,35,Web Developer III,Manufacturing,High Net Worth,Yes,19
3460,Reinhold-Barthrup,22,Male,22,Actuary,Financial Services,Mass Customer,No,2
3461,Nigel-Izard,59,Male,28,Environmental Specialist,Manufacturing,Affluent Customer,Yes,17
3462,Jehanna-Sparhawk,64,Female,96,Registered Nurse,Health,High Net Worth,No,17
3463,Fletch-Durrett,37,Male,7,Compensation Analyst,Financial Services,Affluent Customer,No,2
3464,Etheline-Gerretsen,39,Female,38,Staff Accountant III,Financial Services,Mass Customer,Yes,4
3465,Hadria-Pizer,43,Female,71,Chemical Engineer,Manufacturing,High Net Worth,Yes,7
3466,Victor-Zaple,42,Male,65,Marketing Assistant,IT,Mass Customer,No,18
3467,Killy-Spaducci,41,Male,31,VP Quality Control,IT,Mass Customer,No,21
3469,Arabele-Lantoph,34,Female,90,Nurse Practicioner,Health,Mass Customer,Yes,5
